id,genres,rating,title,votes,year,cluster,distance
tt0948470,"[Action, Adventure, Sci-Fi]",7,The Amazing Spider-Man,552411,2012,2.0,0.3611106276512146
tt0110357,"[Adventure, Animation, Drama]",8,The Lion King,924282,1994,1.0,1.0579127073287964
tt0115723,"[Drama, Thriller]",4,Body of Influence 2,141,1996,8.0,0.7220324277877808
tt0119256,"[Crime, Drama]",7,Hard Eight,41039,1996,7.0,0.5740970969200134
tt0141574,[Adventure],5,The Face of Alexandre Dumas: The Man in the Iron Mask,213,1998,2.0,0.9048974514007568
tt1872773,[Documentary],6,America Destroyed by Design,47,1998,5.0,0.2641341984272003
tt1876409,[Thriller],7,Oblivion,9,2011,8.0,0.5933396816253662
tt1999067,"[Horror, Thriller]",4,15: Inside the Mind of a Serial Killer,49,2011,4.0,0.5925018787384033
tt0005809,[Drama],6,The Governor,301,1915,1.0,0.9312422871589661
tt0064494,"[Drama, Horror]",5,Eugenie,1426,1970,1.0,1.0605478286743164
tt0103253,[Drama],6,Whore,3433,1991,1.0,0.31710362434387207
tt0108070,[Drama],4,Secret Games 2: The Escort,188,1993,1.0,0.3924766778945923
tt0383648,"[Comedy, Drama, Music]",5,Dream,499,2005,1.0,0.8670184016227722
tt2069955,"[Crime, Drama, Mystery]",4,Border Run,1696,2012,7.0,1.0649405717849731
tt2201532,"[Comedy, Drama, Thriller]",6,Guns for Hire,2551,2015,8.0,1.2281651496887207
tt2386490,"[Action, Adventure, Animation]",8,How to Train Your Dragon: The Hidden World,99269,2019,2.0,0.43225938081741333
tt3699702,"[Comedy, Romance]",5,The Divorce Party,529,2019,3.0,0.8046289682388306
tt4196576,"[Comedy, Horror]",6,Chainsaw Maidens from Hell,33,2016,3.0,0.9934020638465881
tt3261290,[Documentary],7,Radioactive Wolves,58,2011,5.0,0.21980440616607666
tt3263718,"[Comedy, Drama, Romance]",6,Across the Sea,771,2014,6.0,0.6375278234481812
tt8748236,[Thriller],4,Killer Cove,349,2019,8.0,0.5208372473716736
tt0009968,"[Drama, Romance]",7,Broken Blossoms,9313,1919,6.0,0.8986347913742065
tt0030221,"[Comedy, Musical, Romance]",4,Stardust,29,1938,3.0,1.1054335832595825
tt0076759,"[Action, Adventure, Fantasy]",9,Star Wars: Episode IV - A New Hope,1211331,1977,2.0,0.5743069648742676
tt6421118,[Drama],4,Alright Now,453,2018,1.0,0.37612080574035645
tt0816692,"[Adventure, Drama, Sci-Fi]",9,Interstellar,1469113,2014,1.0,1.3802129030227661
tt1422800,"[Mystery, Thriller]",5,Beneath the Dark,1813,2010,8.0,1.0097575187683105
tt1440379,[Drama],5,Virginia,1955,2010,1.0,0.2237655073404312
tt1610525,"[Biography, Drama, Sport]",6,Chuck,5566,2016,1.0,0.27925631403923035
tt5302552,[Drama],8,The Hunger,221,1984,1.0,0.3233502209186554
tt5841964,"[Comedy, Drama]",5,Monkey King,139,2016,1.0,0.8701608777046204
tt0111161,[Drama],9,The Shawshank Redemption,2296829,1994,1.0,0.5644581913948059
tt0145529,[Sci-Fi],2,Time Chasers,3049,1994,3.0,1.0117586851119995
tt1130965,"[Biography, Drama]",7,The Athlete,226,2009,1.0,0.24914021790027618
tt1690967,"[Biography, Drama]",6,Come Sunday,1932,2018,1.0,0.286485880613327
tt1799557,"[Comedy, Crime, Drama]",7,Pretty Bad Actress,38,2012,7.0,1.0249325037002563
tt1872181,"[Action, Adventure, Sci-Fi]",7,The Amazing Spider-Man 2,411411,2014,2.0,0.3639487326145172
tt1927172,[Thriller],5,"Y/N: You Lie, You Die",738,2012,8.0,0.4780717194080353
tt2412746,[Action],5,Revelation Road: The Beginning of the End,1745,2013,2.0,0.8958289623260498
tt2544472,"[Horror, Thriller]",4,Haunting of Cellblock 11,717,2014,4.0,0.5560963749885559
tt5093026,"[Adventure, Biography, Crime]",7,Papillon,50338,2017,2.0,1.2776107788085938
tt9318280,[Drama],7,Driveways,2027,2019,1.0,0.3699767291545868
tt3501632,"[Action, Adventure, Comedy]",8,Thor: Ragnarok,571331,2017,2.0,0.920093297958374
tt0044828,"[Action, Adventure, Western]",6,Last of the Comanches,646,1953,2.0,0.6360638737678528
tt0071721,"[Crime, Drama, Thriller]",5,The Klansman,1304,1974,7.0,1.0275089740753174
tt10207850,[Thriller],5,Killer in Law,227,2018,8.0,0.5037034749984741
tt6143998,[Drama],7,Comeback,124,2016,1.0,0.2605093717575073
tt6149936,[Horror],4,The Lullaby,1042,2017,4.0,0.5047158598899841
tt6705860,[Drama],7,Diane,1187,2018,1.0,0.3634505271911621
tt7054636,[Comedy],4,A Madea Family Funeral,3673,2019,3.0,0.3503226637840271
tt1404677,[Western],4,The Gunslingers,82,2009,3.0,1.0328174829483032
tt1517489,"[Action, Adventure, Comedy]",4,Spy Kids 4-D: All the Time in the World,22355,2011,2.0,0.9000011682510376
tt1637706,"[Comedy, Drama]",6,Our Idiot Brother,83146,2011,1.0,0.8503105044364929
tt8151874,[Drama],7,Honey Boy,24933,2019,1.0,0.3656029999256134
tt8155288,"[Comedy, Horror, Mystery]",6,Happy Death Day 2U,54307,2019,0.0,1.2440245151519775
tt8323104,"[Comedy, Crime, Drama]",6,Nancy Drew and the Hidden Staircase,3496,2019,7.0,0.9727256298065186
tt5580390,"[Adventure, Drama, Fantasy]",7,The Shape of Water,361127,2017,1.0,1.0156261920928955
tt2819446,[Thriller],5,False Colors,150,2020,8.0,0.5026368498802185
tt2933544,"[Comedy, Drama]",6,5 Flights Up,9263,2014,1.0,0.8517313003540039
tt0317705,"[Action, Adventure, Animation]",8,The Incredibles,646678,2004,2.0,0.4189091622829437
tt6320628,"[Action, Adventure, Sci-Fi]",8,Spider-Man: Far from Home,310345,2019,2.0,0.4322417080402374
tt0468569,"[Action, Crime, Drama]",9,The Dark Knight,2261286,2008,7.0,0.7897562384605408
tt0790623,"[Comedy, Drama]",6,Meet Bill,19354,2007,1.0,0.8499777317047119
tt0808357,"[Drama, History, Romance]",8,"Lust, Caution",36864,2007,6.0,0.6447808742523193
tt5300754,"[Comedy, Romance]",5,Fairytale of New York,67,2017,3.0,0.8524568676948547
tt6107548,"[Comedy, Drama]",6,Late Night,26961,2019,1.0,0.856246829032898
tt6112220,"[Comedy, Crime, Drama]",7,The Butterfly Effect,104,2010,7.0,0.9802447557449341
tt4706780,"[Action, Drama, History]",6,Red Dog,46,2017,1.0,0.9990562796592712
tt4717402,"[Action, Animation, Comedy]",7,MFKZ,3280,2017,3.0,1.0761709213256836
tt4912910,"[Action, Adventure, Thriller]",8,Mission: Impossible - Fallout,284183,2018,2.0,1.0622260570526123
tt9031484,[Documentary],8,House of Cardin,85,2019,5.0,0.2157614827156067
tt3713166,"[Horror, Mystery, Thriller]",6,Unfriended,67493,2014,0.0,1.0967551469802856
tt4019560,"[Crime, Drama, Mystery]",4,Exposed,13545,2016,7.0,1.0680049657821655
tt1208711,"[Comedy, Crime]",5,The Misadventures of the Dunderheads,296,2012,3.0,0.9970167279243469
tt7477788,"[Drama, History]",6,One Man Dies a Million Times,114,2019,1.0,0.2995039224624634
tt8459444,"[Drama, Thriller]",4,Kill Thy Neighbor,237,2018,8.0,0.7034099698066711
tt0250310,"[Comedy, Crime]",5,Corky Romano,12422,2001,3.0,0.9826326370239258
tt2990982,[Documentary],8,The Divine Matrix,5,2008,5.0,0.35719034075737
tt1690542,"[Crime, Drama, Thriller]",5,Final Sale,240,2011,7.0,1.0305657386779785
tt1697064,"[Crime, Drama]",6,Deadly Code,7332,2013,7.0,0.5411390066146851
tt0054724,[Horror],4,I Eat Your Skin,1227,1971,4.0,0.6142688989639282
tt0078196,"[Crime, Drama]",7,Made in Iran,55,1978,7.0,0.6884981989860535
tt0087944,"[Comedy, Drama, Romance]",5,The Fantasies of Miss Jones,131,1986,6.0,0.7037802934646606
tt0095243,"[Biography, Drama]",7,Gorillas in the Mist: The Adventure of Dian Fossey,23673,1988,1.0,0.4001884162425995
tt0102986,[Family],7,The Great Day on the Beach,559,1991,3.0,0.9897497892379761
tt1338544,[Comedy],7,Welcome to Los Feliz,20,2008,3.0,0.39648061990737915
tt0403537,"[Action, Crime, Drama]",5,State Property: Blood on the Streets,1349,2005,7.0,0.6620546579360962
tt8785322,[Drama],6,Manje Bistre 2,122,2019,1.0,0.2999787926673889
tt4258292,"[Action, Thriller]",7,Yennai Arindhaal,7842,2015,8.0,0.9793542623519897
tt7990992,[Drama],6,The Plagiarists,220,2019,1.0,0.2999732196331024
tt2183034,"[Adventure, Family, Sci-Fi]",6,Earth to Echo,18200,2014,2.0,0.8261385560035706
tt2278870,"[Adventure, Drama, Mystery]",4,Beyond the Edge,902,2016,1.0,1.3663034439086914
tt6494536,[Drama],7,Mantis Nest,11,2018,1.0,0.3676709234714508
tt4975920,"[Biography, Drama, Western]",6,The Kid,6390,2019,1.0,0.2881641387939453
tt1137470,"[Comedy, Romance]",4,Accidental Love,7677,2015,3.0,0.796367883682251
tt10228168,"[Action, Comedy, Crime]",7,First Love,4411,2019,7.0,1.3259108066558838
tt0114234,"[Comedy, Drama, Musical]",8,Rangeela,9064,1995,1.0,0.9287316203117371
tt0117571,"[Horror, Mystery]",7,Scream,281730,1996,0.0,1.016044020652771
tt2645000,"[Biography, Documentary]",7,A Life in Dirty Movies,468,2013,5.0,0.10773159563541412
tt3448124,[Horror],3,Dollface,349,2014,4.0,0.5203967094421387
tt1699755,"[Comedy, Romance]",5,Peeples,4620,2013,3.0,0.8003209829330444
tt0070047,[Horror],8,The Exorcist,356848,1973,4.0,0.8173916935920715
tt0070628,"[Drama, Fantasy, Horror]",8,The Hourglass Sanatorium,3354,1973,1.0,1.2120862007141113
tt0088070,[Comedy],7,Secerna vodica,609,1983,3.0,0.3923949897289276
tt1532538,"[Action, Crime, Thriller]",5,Line of Duty,777,2013,8.0,1.2850756645202637
tt1546036,"[Animation, Comedy, Mystery]",6,The Drawn Together Movie!,3948,2010,3.0,1.0651074647903442
tt1567353,"[Comedy, Horror, Thriller]",5,Kill Everyone,18,2009,4.0,1.1474573612213135
tt1650062,"[Action, Adventure, Sci-Fi]",7,Super 8,335752,2011,2.0,0.3601420819759369
tt8236336,"[Biography, Crime, Drama]",7,The Report,30548,2019,7.0,0.5803922414779663
tt8347270,[Documentary],9,Born to Be,27,2019,5.0,0.19197683036327362
tt2112096,"[Comedy, Crime]",5,Absolutely Fabulous: The Movie,11685,2016,3.0,0.9882658123970032
tt2287677,"[Crime, Horror, Mystery]",5,Massacre County,245,2015,0.0,1.307063341140747
tt2368619,"[Action, Crime, Drama]",6,The Take,36909,2016,7.0,0.6749756932258606
tt2370228,"[Horror, Thriller]",4,All I Need,1039,2016,4.0,0.5678576827049255
tt2473514,"[Documentary, Drama, Thriller]",9,On the Art of War,8,2012,8.0,1.2364497184753418
tt2514298,"[Biography, Documentary, Drama]",7,Brave Miss World,519,2013,5.0,0.9385718703269958
tt0455299,[Comedy],5,29th & Gay,295,2005,3.0,0.3714817762374878
tt1139282,"[Crime, Drama, Mystery]",6,Stolen,5320,2009,7.0,1.0587844848632812
tt0120338,"[Drama, Romance]",8,Titanic,1029053,1997,6.0,0.5150073170661926
tt0139645,[Comedy],4,Life in the Fast Lane,254,1998,3.0,0.40696126222610474
tt0280030,"[Adventure, Animation, Family]",6,Peter Pan 2: Return to Never Land,18188,2002,2.0,0.8251460790634155
tt3036600,[Thriller],4,Panic 5 Bravo,231,2013,8.0,0.5187652111053467
tt1659276,[Drama],6,The Neighbor,25,2010,1.0,0.3831777572631836
tt1815874,[Drama],6,Artificial Paradises,152,2011,1.0,0.28266698122024536
tt1851974,"[Documentary, History]",7,Invisible Empire,286,2010,5.0,0.10311061888933182
tt1905041,"[Action, Adventure, Thriller]",7,Fast & Furious 6,364673,2013,2.0,1.0369775295257568
tt0058725,"[Comedy, Musical]",6,Viva Las Vegas,6634,1964,3.0,0.5466573238372803
tt0100930,[Comedy],4,Who Shot Pat?,347,1989,3.0,0.4293491840362549
tt1411245,[Documentary],9,Tanzania: A Journey Within,20,2011,5.0,0.16033442318439484
tt1582268,[Comedy],4,The Love Guide,296,2011,3.0,0.40719377994537354
tt1587685,"[Biography, Drama, History]",4,Decline of an Empire,368,2014,1.0,0.3668883740901947
tt0306734,"[Comedy, Drama, Romance]",5,The Divorce,10915,2003,6.0,0.6123989224433899
tt0437086,"[Action, Adventure, Sci-Fi]",7,Alita: Battle Angel,220860,2019,2.0,0.3752831220626831
tt1125351,"[Drama, Horror, Mystery]",4,Haunted Traxxs,172,2009,0.0,1.0343903303146362
tt3759568,[Documentary],4,Chasing the Muse,80,2014,5.0,0.31962305307388306
tt4460792,"[Crime, Drama]",7,Calm with Horses,1484,2019,7.0,0.5805310606956482
tt4500922,"[Action, Adventure, Sci-Fi]",6,Maze Runner: The Death Cure,108623,2018,2.0,0.34428122639656067
tt1772292,[Thriller],6,Hostage,468,2012,8.0,0.4854760766029358
tt1825683,"[Action, Adventure, Sci-Fi]",7,Black Panther,611490,2018,2.0,0.3725723624229431
tt1975249,"[Action, Crime, Drama]",6,6 Bullets,13860,2012,7.0,0.6701706051826477
tt1996155,"[Biography, Documentary, Drama]",7,400 Miles to Freedom,5,2012,5.0,0.9976524710655212
tt8351452,[Thriller],5,Dating to Kill,235,2019,8.0,0.5012491941452026
tt8485772,"[Comedy, Horror]",5,Porno,885,2019,3.0,0.9638882279396057
tt8506500,[Drama],3,Danny's Game,110,2020,1.0,0.42676451802253723
tt3115906,[Drama],7,Girl Lost,4032,2016,1.0,0.3586278557777405
tt0042530,"[Crime, Drama, Film-Noir]",8,Gun Crazy,11411,1950,7.0,0.8132606744766235
tt0051792,"[Drama, Music]",8,The Music Room,5028,1958,1.0,0.6536652445793152
tt0091635,"[Drama, Romance]",6,9½ Weeks,36893,1986,6.0,0.44314044713974
tt0104719,"[Drama, Fantasy]",5,Erotic Ghost Story III,168,1992,1.0,0.3556903600692749
tt0164155,[Action],8,No Response from Car 33,7,1955,2.0,1.161696195602417
tt1388371,"[Action, Comedy, Sci-Fi]",5,An American Hippie in Israel,557,1972,3.0,1.0672225952148438
tt1514044,"[Action, Fantasy, Horror]",3,Aleta: Vampire Mistress,120,2012,4.0,1.0174466371536255
tt1288367,"[Comedy, Music, Romance]",6,We Will Rock You,1014,2011,3.0,0.8701539039611816
tt0357848,"[Horror, Thriller]",3,The Straun House,308,2005,4.0,0.5818526148796082
tt10887902,"[Comedy, Drama, Romance]",6,I Used to Go Here,1130,2020,6.0,0.6438087821006775
tt1091228,"[Comedy, Romance]",6,Alpha Males Experiment,234,2009,3.0,0.8015159964561462
tt5017008,"[Biography, Drama, History]",6,My Grandmother Fanny Kaplan,107,2016,1.0,0.28936710953712463
tt1721494,"[Crime, Drama]",6,"Few Options, All Bad",462,2011,7.0,0.587486982345581
tt8550208,"[Action, Drama, Thriller]",6,Romeo Akbar Walter,4740,2019,8.0,1.055902361869812
tt3124674,[Crime],8,Comissarrio Guido Brunetti Mysteries: Vendetta,20,2007,7.0,1.0020540952682495
tt0071707,[Drama],7,"Reason, Debate and a Story",355,1974,1.0,0.41051867604255676
tt0114462,"[Comedy, Family, Fantasy]",4,The Skateboard Kid 2,322,1994,3.0,0.414468377828598
tt7141148,"[Comedy, Drama, Romance]",4,Porthole,55,2018,6.0,0.7884535789489746
tt7218564,"[Adventure, Family]",5,Destined to Ride,166,2018,2.0,0.9071117043495178
tt7349662,"[Biography, Crime, Drama]",8,BlacKkKlansman,212642,2018,7.0,0.6278579235076904
tt5503686,"[Comedy, Crime, Drama]",6,Hustlers,79217,2019,7.0,0.9727001190185547
tt0390179,[Drama],6,The Land Has Eyes,113,2004,1.0,0.2847374677658081
tt0413302,"[Horror, Thriller]",5,Spirits,207,2004,4.0,0.5586428046226501
tt2102496,"[Horror, Sci-Fi]",4,Cabin Fever 3: Patient Zero,6969,2014,4.0,0.5004046559333801
tt2258285,[Drama],6,Two Men in Town,1977,2014,1.0,0.2769101560115814
tt2259418,"[Adventure, Documentary, History]",7,Return to the USS Atlanta,39,2012,5.0,1.0115023851394653
tt2262952,[Comedy],5,Lightning Strike,575,2012,3.0,0.9191682934761047
tt2385952,"[Crime, Drama, Romance]",8,Mahogany Sunrise,509,2014,6.0,1.0720301866531372
tt2413338,"[Horror, Sci-Fi, Thriller]",4,Abducted,479,2013,4.0,0.9556493759155273
tt2452244,"[Comedy, Fantasy, Romance]",6,Isn't It Romantic,60927,2019,3.0,0.8779340386390686
tt4463894,"[Action, Comedy, Crime]",6,Shaft,42864,2019,7.0,1.313475489616394
tt4587656,"[Adventure, Animation, Comedy]",6,The Star,6228,2017,3.0,0.9302720427513123
tt4743226,"[Action, Adventure, Drama]",3,Air Strike,3478,2018,2.0,1.0400123596191406
tt5208252,"[Biography, Drama, History]",7,Operation Finale,30547,2018,1.0,0.3680889308452606
tt1681370,"[Action, Romance, Thriller]",6,The Algerian,196,2014,8.0,1.2945135831832886
tt1874416,[Drama],6,Aquí y Allá: Here and There,212,2012,1.0,0.28414592146873474
tt1878917,"[Drama, Family]",6,The Pledge,167,2011,1.0,0.282502681016922
tt1964630,[Horror],4,The Evil Inside,378,2011,4.0,0.5018339157104492
tt8484012,"[Comedy, Drama]",6,Sword of Trust,2116,2019,1.0,0.8560766577720642
tt9178402,"[Drama, Horror, Western]",5,The Pale Door,1620,2020,1.0,1.1055479049682617
tt0947810,"[Action, Drama, Thriller]",7,Green Zone,128311,2010,8.0,1.0876001119613647
tt0024852,"[Comedy, Family, Fantasy]",7,March of the Wooden Soldiers,5925,1934,3.0,0.8139287233352661
tt0072868,"[Action, Fantasy, Horror]",5,Devil Woman,89,1973,4.0,1.0721285343170166
tt0080772,"[Action, Adventure, Animation]",7,Galaxy Express 999,1848,1979,2.0,0.448623925447464
tt0084338,[Drama],7,The Mission,169,1983,1.0,0.3459587097167969
tt0099817,"[Action, Crime, Horror]",6,Dark Angel,10209,1990,7.0,1.4306179285049438
tt7043012,"[Comedy, Horror, Mystery]",6,Velvet Buzzsaw,52433,2019,0.0,1.2437760829925537
tt7313348,"[Drama, Thriller]",5,Them That Follow,2604,2019,8.0,0.6871845126152039
tt7343762,"[Adventure, Comedy]",7,Good Boys,57502,2019,3.0,0.9649093747138977
tt1488606,"[Action, Adventure, Crime]",6,Triple Frontier,103572,2019,2.0,1.0224254131317139
tt5855772,"[Drama, Mystery]",6,Sunset,3525,2018,1.0,0.9754152297973633
tt5969180,"[Adventure, Comedy]",6,I Hate Kids,1660,2019,3.0,0.9329090714454651
tt0333814,[Documentary],6,Local Angel,15,2002,5.0,0.253927618265152
tt0137201,"[Adventure, Animation, Family]",6,Rudolph the Red-Nosed Reindeer,2451,1998,2.0,0.8304954767227173
tt1759660,[Drama],6,Trouble in the Heights,89,2011,1.0,0.38371869921684265
tt1859476,"[Comedy, Drama]",5,We Are Not Animals,537,2013,1.0,0.8446283340454102
tt1885325,"[Fantasy, Thriller]",4,Beyond the Darkness,195,2018,8.0,0.5209532976150513
tt1985949,"[Action, Adventure, Animation]",6,The Angry Birds Movie,78935,2016,2.0,0.3385014832019806
tt2257816,"[Action, Drama, Family]",5,Midnight Stallion,317,2013,1.0,0.9768292903900146
tt2412748,[Documentary],9,Saving Mes Aynak,1006,2014,5.0,0.5931307673454285
tt2420124,"[Drama, Fantasy]",6,Wendy,1612,2020,1.0,0.2931957244873047
tt5052448,"[Horror, Mystery, Thriller]",8,Get Out,478225,2017,0.0,0.6121606230735779
tt5215088,"[Drama, Romance, Sci-Fi]",5,A.I. Rising,7160,2018,6.0,0.5933167934417725
tt9815714,[Action],5,The Hard Way,2447,2019,2.0,0.8991449475288391
tt3633118,"[Adventure, Animation, Fantasy]",4,Guardians of Oz,216,2015,2.0,0.927734911441803
tt3689590,"[Crime, Mystery, Thriller]",4,Blood in the Water,664,2016,8.0,1.3816606998443604
tt4116284,"[Action, Animation, Comedy]",7,The Lego Batman Movie,129107,2017,3.0,1.0761363506317139
tt0068646,"[Crime, Drama]",9,The Godfather,1585284,1972,7.0,0.7535225749015808
tt6494344,"[Adventure, Animation, Comedy]",5,A Wizard's Tale,611,2018,3.0,0.9096548557281494
tt7019942,"[Action, Comedy, Crime]",8,Super Deluxe,8638,2019,7.0,1.347996711730957
tt7250056,"[Comedy, Drama, Romance]",6,Non-Fiction,4068,2018,6.0,0.6385221481323242
tt7297960,[Drama],6,Shuttle Life,239,2017,1.0,0.2935045659542084
tt7374952,"[Action, Crime, Drama]",5,El Chicano,1042,2018,7.0,0.6724868416786194
tt1337047,[Documentary],7,Angels in Exile,39,2016,5.0,0.2333468496799469
tt0312859,"[Action, Drama, War]",8,A Peck on the Cheek,7257,2002,1.0,1.0230799913406372
tt8949056,"[Comedy, Drama]",6,"Yes, God, Yes",4183,2019,1.0,0.8562665581703186
tt11649614,"[Action, Comedy]",6,Hitman: Agent Jun,899,2020,3.0,1.0291544198989868
tt1757746,"[Drama, Sci-Fi]",6,Extracted,11390,2012,1.0,0.27270978689193726
tt1823231,"[Horror, Thriller]",4,The Inflicted,152,2012,4.0,0.566745400428772
tt6472976,"[Drama, Romance]",7,Five Feet Apart,39918,2019,6.0,0.4891028106212616
tt8084572,[Thriller],5,Deadly Patient,166,2018,8.0,0.5007428526878357
tt5070062,"[Drama, Music, Romance]",7,I'll Find You,57,2019,6.0,0.6973479986190796
tt0040369,"[Action, Adventure, Western]",8,Fort Apache,16186,1948,2.0,0.702691376209259
tt2066051,"[Biography, Drama, Music]",7,Rocketman,127444,2019,1.0,0.36391761898994446
tt2246526,"[Action, Biography, Documentary]",7,Born to Fly: Elizabeth Streb vs. Gravity,63,2014,5.0,1.0112296342849731
tt4028134,"[Comedy, Horror]",4,Lake Fear,1833,2014,3.0,0.9557506442070007
tt4363990,"[Drama, Horror, Thriller]",3,The Shadow Man,320,2017,0.0,1.2451351881027222
tt7634968,"[Comedy, Fantasy, Romance]",5,What Men Want,21108,2019,3.0,0.857492208480835
tt7705110,"[Comedy, Family, Romance]",8,The Dreaming Man,15,2017,3.0,0.8222611546516418
tt2766104,"[Adventure, Animation, Family]",5,Ploey,863,2018,2.0,0.8666625022888184
tt2926810,"[Comedy, Horror]",5,ABCs of Death 2,7867,2014,3.0,0.9607876539230347
tt0253474,"[Biography, Drama, Music]",8,The Pianist,714107,2002,1.0,0.44857078790664673
tt0068389,"[Documentary, Music]",6,The Rolling Stones: Cocksucker Blues,758,1972,5.0,0.3475188910961151
tt0089670,"[Adventure, Comedy]",6,National Lampoon's European Vacation,57206,1985,3.0,0.9415737390518188
tt9352926,[Drama],6,The Sound of Silence,961,2019,1.0,0.24389831721782684
tt2106476,[Drama],8,The Hunt,272773,2012,1.0,0.4475019872188568
tt2182211,"[Comedy, Drama]",6,Tomorrow Comes Today,24,2013,1.0,0.896308422088623
tt2262275,"[Comedy, Drama, Music]",8,The One Who Loves You,57,2013,1.0,0.8708312511444092
tt2316817,[Comedy],6,Dirty Weekend,108,2013,3.0,0.3549586534500122
tt0171319,[Sci-Fi],4,Femalien 2,534,1998,3.0,0.9905675649642944
tt0188509,[Drama],5,Inside Club Wild Side,189,1998,1.0,0.3349509835243225
tt3692082,[Horror],6,Little Horror Movie,2726,2018,4.0,0.5970975160598755
tt1355546,[Action],7,Ayan,7895,2009,2.0,0.900549590587616
tt1385543,"[Horror, Thriller]",5,Dark House,2395,2014,4.0,0.5978642702102661
tt1517451,"[Drama, Music, Romance]",8,A Star Is Born,323374,2018,6.0,0.6640923023223877
tt7967412,"[Drama, Thriller]",7,Eye for an Eye,5108,2019,8.0,0.7653359770774841
tt8488126,[Documentary],7,The Inventor: Out for Blood in Silicon Valley,7819,2019,5.0,0.38201120495796204
tt1308754,[Thriller],4,Forbidden Attraction,386,2010,8.0,0.5220887660980225
tt5321214,[Horror],3,The Legend of Jack Logan,27,2016,4.0,0.5491533875465393
tt5848416,"[Biography, Drama]",6,Walk. Ride. Rodeo.,1800,2019,1.0,0.2902017831802368
tt5936578,"[Drama, Music, Musical]",6,Saints Rest,99,2018,1.0,0.610770583152771
tt5164214,"[Action, Comedy, Crime]",7,Ocean's 8,179829,2018,7.0,1.3252102136611938
tt0362209,"[Drama, Romance, Sci-Fi]",6,Lost in New Mexico: The Strange Tale of Susan Hero,20,2007,6.0,0.6977388858795166
tt0407887,"[Crime, Drama, Thriller]",8,The Departed,1168096,2006,7.0,1.031989574432373
tt9010738,"[Adventure, Drama, Mystery]",6,Miss Fisher & the Crypt of Tears,2458,2020,1.0,1.3625297546386719
tt0109836,"[Drama, Horror, Romance]",6,Mary Shelley's Frankenstein,50758,1994,6.0,1.152951717376709
tt0237199,"[Drama, Mystery, Sci-Fi]",6,Echos of Enlightenment,84,2001,1.0,1.1133930683135986
tt0247568,"[Documentary, History]",8,Nazi Concentration and Prison Camps,1162,1945,5.0,0.7614923119544983
tt2088950,"[Drama, Thriller]",6,The Show,4248,2017,8.0,0.7173120975494385
tt2091288,"[Drama, Sci-Fi, Thriller]",4,Black Web,175,2012,8.0,0.8056932091712952
tt2139881,"[Comedy, Romance]",7,Long Shot,90181,2019,3.0,0.8654728531837463
tt1047449,"[Drama, Horror]",4,Camp Hell,2077,2010,1.0,0.9972481727600098
tt3882082,"[Horror, Mystery, Thriller]",6,The Boy,78437,2016,0.0,0.5247308611869812
tt0008305,[Drama],6,Les Misérables,18,1917,1.0,0.9493042230606079
tt6823368,"[Drama, Sci-Fi, Thriller]",7,Glass,200645,2019,8.0,0.8611392974853516
tt7297956,[Drama],6,Dark is the Night,37,2017,1.0,0.3922213315963745
tt7698468,"[Biography, Drama, Thriller]",6,A Call to Spy,556,2019,8.0,0.6720970869064331
tt1621444,"[Biography, Documentary, History]",8,Bill Cunningham: New York,5139,2010,5.0,0.4782453775405884
tt5971892,[Drama],6,Unwavering Faith,18,2017,1.0,0.3993973433971405
tt2713778,[Documentary],7,Cathedrals of Culture,223,2014,5.0,0.1108522117137909
tt2822742,"[Drama, Romance]",6,3 Hearts,2238,2014,6.0,0.44125959277153015
tt2908090,[Horror],3,ZK: Elephant's Graveyard,420,2015,4.0,0.5214053988456726
tt3148502,"[Comedy, Drama, Romance]",7,Spectacle,22862,2015,6.0,0.6551562547683716
tt3433632,"[Crime, Drama]",7,SK1,2072,2014,7.0,0.5723772644996643
tt2102497,"[Drama, Family]",6,The Fix,47,2017,1.0,0.39222148060798645
tt2106675,"[Comedy, Horror, Sci-Fi]",3,ThanksKilling 3,825,2012,3.0,1.0227885246276855
tt2235695,"[Drama, Mystery, Romance]",6,Rebecca,5202,2020,6.0,1.1671782732009888
tt2378145,"[Horror, Mystery, Thriller]",3,Nun,448,2017,0.0,0.6568084955215454
tt0056665,"[Comedy, Drama, Romance]",7,Crazy Desire,366,1962,6.0,0.7414955496788025
tt0061589,"[Documentary, Music]",8,Bob Dylan: Dont Look Back,8306,1967,5.0,0.6125304102897644
tt0061988,[Documentary],6,Mondo Hollywood: Hollywood Laid Bare!,154,1967,5.0,0.40405574440956116
tt0067803,"[Drama, Romance]",7,Summer of '42,7113,1971,6.0,0.5376930236816406
tt1670916,"[Drama, Mystery]",6,The Box Cutter,57,2013,1.0,1.0089627504348755
tt1699720,[Documentary],7,!Women Art Revolution,213,2010,5.0,0.09665194153785706
tt1733522,"[Documentary, Drama]",6,Karla's Arrival,18,2011,5.0,0.9593438506126404
tt1772271,[Comedy],6,"3, 2, 1... Frankie Go Boom",4717,2012,3.0,0.39250797033309937
tt3549566,[Horror],3,American Poltergeist 3,243,2015,4.0,0.5213812589645386
tt10055770,"[Crime, Drama, Thriller]",7,Vellai Pookal,1328,2019,7.0,1.0109870433807373
tt10255374,[Thriller],4,Evil Intent,138,2019,8.0,0.5208624601364136
tt6428150,"[Music, Romance]",7,High Strung Free Dance,1148,2018,6.0,1.0957664251327515
